,300,500,550,600
24.1932,1577.3191,1613.9449,1564.5818,1463.2189
24.2192,1578.4901,1478.4852,1364.7678,1231.3253
24.2452,1577.5043,1284.6111,1220.8055,1102.6209
24.2712,1563.3142,1155.8138,1121.866,1015.4448
24.2972,1441.9065,1061.1841,1021.8977,946.0898
24.3232,1250.9131,992.0892,944.9658,935.7953
24.3492,1136.4049,964.6796,909.2025,942.0915
24.3752,1056.2886,967.2334,908.1297,926.0462
24.4012,936.6653,960.4057,911.9939,915.0365
24.4272,911.5872,930.2064,939.1079,918.0413
24.4532,948.2816,924.1808,932.7265,918.8656
24.4792,905.7793,934.9466,897.3664,928.6793
24.5052,904.749,925.3429,892.5863,928.9764
24.5312,939.7941,924.7892,857.2476,923.8137
24.5572,881.2765,925.6947,846.2884,934.8702
24.5832,858.9725,902.0626,884.2733,937.3283
24.6092,891.9122,883.6794,913.4046,925.5763
24.6352,914.0351,900.7894,911.4854,910.1053
24.6612,925.9795,933.3083,914.1132,878.5007
24.6872,977.6338,917.8183,947.2441,872.4535
24.7132,983.666,919.0718,899.1935,891.9917
24.7392,939.4886,919.1373,852.3968,881.6714
24.7652,961.5652,922.288,868.2228,871.3913
24.7912,963.9765,907.996,903.6438,916.2094
24.8172,936.8043,861.1486,885.4271,959.51
24.8432,953.2973,891.6718,916.0155,980.9104
24.8692,916.3735,895.9733,915.9423,934.031
24.8952,890.8307,908.0646,927.0809,942.8466
24.9212,907.0517,919.3391,974.7644,898.5978
24.9472,913.4982,912.0911,929.8935,865.9373
24.9732,888.8071,956.9865,927.1996,875.8071
24.9992,925.7252,956.2816,891.8707,906.9537
25.0252,912.2844,920.0528,928.2786,888.8807
25.0512,867.5656,902.3347,949.6767,898.8091
25.0772,861.0754,919.9013,865.7154,934.7074
25.1032,921.7675,934.0594,869.5892,907.2325
25.1292,901.4687,933.7026,869.2791,927.7565
25.1552,885.8895,925.9916,898.6401,940.6658
25.1812,915.5182,887.0018,947.2764,909.572
25.2072,916.1912,963.6866,916.1002,918.973
25.2332,859.987,908.5473,882.6661,861.5343
25.2592,914.3659,895.6731,969.3512,903.5658
25.2852,901.8343,927.4971,968.8461,923.3432
25.3112,904.8941,923.458,956.4424,914.0654
25.3372,926.7292,891.7918,945.6666,919.6463
25.3632,926.3788,907.476,937.5726,981.5922
25.3892,897,874.3157,961.6604,975.8501
25.4152,897.8125,930.2589,894.9555,950.5178
25.4412,904.4246,917.2123,983.6647,927.503
25.4672,905.883,925.0624,960.632,953.1509
25.4932,880.8216,978.893,931.9344,921.4879
25.5192,830.3539,951.8815,961.7779,968.3889
25.5452,885.7249,1017.816,944.8732,962.2628
25.5712,919.5334,947.0354,917.6008,979.3781
25.5972,849.382,975.9654,962.0722,969.6992
25.6232,936.2846,873.6605,981.835,984.5504
25.6492,866.526,893.6772,925.6158,997.233
25.6752,922.3538,990.3934,947.4945,932.8484
25.7012,942.7645,955.3256,918.1801,924.0277
25.7272,909.1018,1001.8592,943.9221,927.988
25.7532,921.8321,944.7492,941.0388,918.1292
25.7792,942.5204,918.5938,923.4111,950.2463
25.8052,913.9829,911.2293,951.0499,860.0796
25.8312,943.6341,912.9146,957.7439,976.6645
25.8572,914.6834,919.6318,937.1573,961.1573
25.8832,931.7494,850.6271,1003.4979,872.8152
25.9092,999.7835,966.5814,940.2889,970.8855
25.9352,919.6607,953.977,935,948.7183
25.9612,916.5385,1030.0626,996.7239,1004.0931
25.9872,948.4224,1011.9643,991.3288,1036.9335
26.0132,941.3457,1068.4866,997.1029,1051.5422
26.0392,1021.6482,1047.0281,1019.0705,1105.6762
26.0652,966.1628,1049.9441,1081.025,1119.0761
26.0912,988.6075,1025.2572,1167.2284,1119.1419
26.1172,1003.3299,1216.9274,1169.822,1277.6079
26.1432,1039.3682,1352.5898,1336.4879,1400.722
26.1692,1097.3562,1410.103,1498.2188,1640.163
26.1952,1112.092,1595.5936,1783.6155,1996.175
26.2212,1188.1888,1850.056,2134.4787,2475.7085
26.2472,1292.2444,2342.6031,2686.3296,3118.4158
26.2732,1483.5569,2909.0434,3364.7775,3710.2547
26.2992,1780.5247,3506.7945,3920.4889,4211.2339
26.3252,2181.043,4120.9575,4244.3427,4429.7061
26.3512,2720.1445,4391.7313,4382.887,4254.3108
26.3772,3325.0964,4388.561,4146.3663,3555.8883
26.4032,3829.8199,4002.2703,3437.4798,2726.175
26.4292,4172.46,3168.1448,2627.4267,2112.8262
26.4552,4395.6786,2508.574,2007.4164,1605.6905
26.4812,4125.4505,1892.6914,1548.1467,1264.9892
26.5072,3371.689,1441.0497,1243.5713,1108.1711
26.5332,2636.8881,1174.2608,1101.8845,1081.5153
26.5592,2044.1259,1126.0642,1077.0769,1073.1281
26.5852,1497.7457,1106.539,1044.1824,1057.9565
26.6112,1254.3336,1037.909,1034.2561,1075.428
26.6372,1155.0784,1037.9382,1003.5646,1052.5646
26.6632,1110.0428,1038.2846,1014.4309,1045.5164
26.6892,1098.7012,1007.9542,1005.1749,1028.0646
26.7152,1095,1027.8577,985.6603,1010.9002
26.7412,1061.4481,1030.919,1013.5018,1034.0114
26.7672,1043.6007,1049.4055,1045.0023,1037.3976
26.7932,1046,1096.739,1032.3433,1063.8212
26.8192,1111.5703,1106.1354,1038.3094,1103.6672
26.8452,1153.8669,1071.053,1099.198,1089.3344
26.8712,1147.1979,1076.9003,1094.7703,1071.1208
26.8972,1144.4495,1087.5405,1040.3284,1038.4194
26.9232,1100.7537,1105.4884,1002.6203,1009.3783
26.9492,1045.427,1091.9153,965.7737,1007.4693
26.9752,1010.2536,1021.9864,985.0136,1007
27.0012,959.7972,997.7271,1013.8703,1001.8919
27.0272,982.597,985.9608,986.9626,995.4973
27.0532,1004.5961,944.3613,941.9426,969.9426
27.0792,989.2797,934.583,933.8366,948.3673
27.1052,995.3374,1000.6503,976.4984,972.2583
27.1312,1014.59,1023.7203,1005.8448,976.0908
27.1572,1039.2053,990.282,1033.7229,977.4665
27.1832,1041.1851,1008.8549,1044.2563,1029.3919
27.2092,1053.3313,1014.5686,1043.886,1064.1772
27.2352,1041.1657,1030.8605,1084.7442,1081.9593
27.2612,1026.7162,1073.3447,1108.4056,1083.4176
27.2872,1024.9367,1111.4433,1146.6733,1134.6934
27.3132,1042.6604,1147.3707,1165.9486,1220.4128
27.3392,1016.9093,1190.4547,1130.1816,1182.3636
27.3652,1059.5785,1164.0001,1095.5785,1171.1157
27.3912,1072.2578,1114.0624,1140.8358,1232.0023
27.4172,1093.8425,1177.2507,1228.6439,1347.9699
27.4432,1142.5016,1240.1341,1344.4794,1420.9778
27.4692,1158.0741,1349.4994,1502.5903,1600.3916
27.4952,1136.5602,1509.2679,1625.3492,1877.1232
27.5212,1210.2387,1746.2652,1907.0115,2263.0615
27.5472,1338.4694,2134.4754,2390.9937,2901.1219
27.5732,1549.5586,2644.6353,3226.5287,4018.2441
27.5992,1738.7802,3438.6178,4502.9832,5588.5663
27.6252,2079.6979,4899.8133,6262.8155,7261.1587
27.6512,2671.9511,6650.1701,7554.4568,7160.9296
27.6772,3492.8858,7519.1308,6941.1889,5654.2656
27.7032,4967.8691,6560.5847,5348.0297,4502.2208
27.7292,6712.9577,4931.2985,4267.2108,3247.6132
27.7552,7691.4309,4002.3793,3040.8088,2023.7314
27.7812,6807.6409,2587.2976,1830.0342,1419.3377
27.8072,5264.9764,1661.7117,1359.7562,1206.1266
27.8332,4139.0705,1307.8197,1130.897,1085.5206
27.8592,2774.3866,1153.1148,1039.665,1053.0291
27.8852,1795.8342,1105.6848,1008.2142,985.4887
27.9112,1354.8407,1043.2388,1030.0261,1037.1505
27.9372,1173.3103,1025.0753,1089.5731,987.7835
27.9632,1159.2583,1025.2525,972.4659,950.2192
27.9892,1136.8856,985.7832,1011,1029.5351
28.0152,1168.5602,950.0185,1004.3125,1030.1516
28.0412,1110.3549,935.2026,954.4938,1002.823
28.0672,1008.1521,929.312,935.832,945.544
28.0932,971.7074,935.9512,944.0348,935.7282
28.1192,942.8612,974.2525,955.7672,968.7322
28.1452,977.4146,974.9215,971.0658,1037.1008
28.1712,1017.492,952.344,918.5917,977.2219
28.1972,983.1754,995.0719,872.9702,992.1719
28.2232,1018.2877,895.1125,943.2894,940.8213
28.2492,960.2763,961.9309,970.3783,896.6597
28.2752,968.32,960.1231,953.0246,971.2954
28.3012,981.1764,965.2498,953.4562,982.8824
28.3272,992.7326,982.1194,917.0573,974.9475
28.3532,937.2883,1006.8713,928.9382,964.0566
28.3792,945.8644,934.1152,955.5931,970.8945
28.4052,944.05,972.0003,936.4998,893.9744
28.4312,939.1746,951.7681,958.197,1003.9499
28.4572,998.2201,899.4212,959,917.2595
28.4832,931.0522,999.086,924.9713,945.1382
28.5092,962.5421,916.1448,976.3131,902.1047
28.5352,948.3429,967.3746,1012.3889,900.8508
28.5612,947,924.3954,960.987,936.7035
28.5872,898.1002,971.6164,961.4333,946.3389
28.6132,913.5995,959.983,962,940.7306
28.6392,893.8573,936.743,981.4856,928.4858
28.6652,869.1054,962.9009,927.9498,931.3789
28.6912,883.3172,979.1221,972.8176,944.9879
28.7172,956.1871,960.4574,937.3471,933.305
28.7432,918.931,971.3823,951.9965,887.8531
28.7692,949.2965,923.8343,905.8343,885.0166
28.7952,903.2988,877.6484,876.1718,919.0469
28.8212,878.1237,918.1588,903.8338,902.3287
28.8472,919.3481,955.6088,920.6759,902.6443
28.8732,836.0241,954.0359,863.2695,921.5209
28.8992,867.0539,934.6974,888.1107,973.9755
28.9252,926.264,891.9485,926.9562,983.8938
28.9512,901.4347,887.8998,961.0657,976.8669
28.9772,891.5134,930.8627,977.3239,1009.809
29.0032,921.125,979.0993,960.5833,960.5096
29.0292,912.5782,940.1558,984.9486,987.8967
29.0552,914.7234,943.0815,996,975.922
29.0812,923.0192,988.2854,960.8656,966.4341
29.1072,887.5234,1001.5858,974.5771,921.0381
29.1332,893.6127,965.4437,1015.2817,941.7394
29.1592,986.8458,976.8032,964.772,978.9306
29.1852,1004.6798,976.8079,1003.7338,992.064
29.2112,942.9415,978.3416,1029.3258,1054.0675
29.2372,938.0398,972.7951,991.8103,1058.3577
29.2632,947.0573,967.3524,992.132,997.0797
29.2892,1019.3297,973.3765,988.6094,1011.8096
29.3152,1030.8691,998.3427,960.285,1051.9486
29.3412,1014.2356,964.0468,986.9217,1005.7798
29.3672,1015.6079,925.8818,998.8424,988.6286
29.3932,1033.9388,1001.3226,982.6286,1002.3918
29.4192,997.1929,1034.8306,995.2292,1009.2923
29.4452,962.4219,1018.8438,1031.7027,1013
29.4712,963.1364,1036.1822,1016.613,1023.7957
29.4972,996.938,1032.6936,1047.8271,1042.0489
29.5232,1006.0012,1076.5766,1033.8751,1049.4517
29.5492,1009.7681,1078.7722,1037.6889,1081.844
29.5752,983.7767,1043.6995,1076.1865,1057.6781
29.6012,995.2281,1072.4105,1073.5929,1011.5186
29.6272,997.7813,1075.6536,1044.4631,1018.1039
29.6532,1001.3876,1027.572,1075.3446,1049.4356
29.6792,1004.9396,1046.9038,1076.8758,1065.2237
29.7052,985.9446,1065.3931,1022.6201,1052.6055
29.7312,1011.0621,1050.2278,1053.5726,1069.6967
29.7572,998.5238,1072.9181,1073.8686,1087.8686
29.7832,991.7369,1091.965,1091.0071,1107.7019
29.8092,1028.5482,1146.0618,1099.5535,1131.8512
29.8352,1053.4094,1192.5807,1109.9132,1171.6502
29.8612,1026.6773,1195.3871,1176.3873,1251.7743
29.8872,1036.7945,1213.1567,1272.3287,1318.4002
29.9132,1072.4019,1269.9733,1397.564,1418.5543
29.9392,1073.1167,1343.5175,1456.8045,1552.5287
29.9652,1144.0625,1450.662,1537.3301,1688.0478
29.9912,1261.9832,1575.2436,1692.7477,1778.6637
30.0172,1309.5851,1721.0532,1901.6295,2049.4443
30.0432,1383.9444,1924.3206,2184.6725,2520.1958
30.0692,1474.0369,2214.1745,2601.5663,3142.1047
30.0952,1641.6913,2646.1936,3334.2289,4103.8196
30.1212,1868.7205,3448.4454,4358.1534,5794.0446
30.1472,2153.5861,4593.5743,6103.2921,8543.8002
30.1732,2477.9384,6482.6193,8930.6709,12314.6385
30.1992,3063.3303,9374.1838,12721.6117,16109.3549
30.2252,4034.2036,13322.2867,16400.6508,17910.7357
30.2512,5432.1073,16769.1284,17978.6348,16940.0905
30.2772,7528.1141,18081.5263,16817.6873,15013.7804
30.3032,10748.502,16792.3166,14808.8954,12257.3914
30.3292,14599.444,14884.6259,12075.4904,8605.4847
30.3552,17304.8841,12028.8826,8334.57,5693.2513
30.3812,17420.9569,8180.4837,5542.8969,3787.1321
30.4072,15879.1167,5423.9187,3657.8798,2444.2696
30.4332,13873.0511,3565.473,2416.0461,1808.0159
30.4592,10781.6633,2282.6992,1758.9121,1366.4125
30.4852,7226.3656,1633.7269,1353.4017,1315.8296
30.5112,4965.22,1373.0367,1279.4161,1165.4072
30.5372,3486.7418,1304.5077,1175,1118.3545
30.5632,2162.068,1214.7612,1169.699,1105.0039
30.5892,1584.1826,1160.1693,1131.791,1056.0767
30.6152,1352.2054,1133.524,1072.9188,1089.1291
30.6412,1211.8361,1075.5025,1013.7301,1035.0737
30.6672,1180.9528,1102.9705,1022.2412,1110.5293
30.6932,1109.3616,1065.0369,1049.4258,1069.8059
30.7192,1041.9081,1082.9081,1055.4735,1019.8635
30.7452,1037.884,1071.504,992.148,984.986
30.7712,1003.2883,959.2617,1006.1532,1053.1532
30.7972,1007.4972,1027.6216,1022.3053,1060.79
30.8232,1012.7017,1035.9553,1041.0598,955.7086
30.8492,972.4386,1015.5191,1024.2962,1022.6615
30.8752,1006.0364,983.3279,1030.9028,1016.7814
30.9012,1036.5956,1022.5731,1027.0339,1067.978
30.9272,1018.6111,1003.6488,984.5233,980.7401
30.9532,987.9633,976.2019,947.097,1038.8243
30.9792,974.1022,1052.4379,983.7299,972.4891
31.0052,957.2928,1026.465,1070.4844,1033.915
31.0312,1011.4799,1053.2399,1035.0315,1084.6156
31.0572,1017.8147,1020.2974,1026.2965,1039.7792
31.0832,1064.6975,1034.2482,1069.8385,1061.8253
31.1092,984.0083,1023.6829,1092.7479,1139.3901
31.1352,1033.1236,1058.4603,1050.1412,1124.4035
31.1612,1013.9189,1118.2411,1170.7146,1172.8551
31.1872,1016.5666,1191.4991,1240.3659,1345.9644
31.2132,1038.6816,1298.2772,1341.7603,1448.7263
31.2392,1062.4434,1328.6565,1431.5194,1598.2758
31.2652,1083.5546,1463.5331,1638.9161,1884.484
31.2912,1182.9731,1685.4298,2008.3373,2316.6288
31.3172,1192.6815,1960.2935,2411.2571,2946.6393
31.3432,1355.9271,2413.0867,3078.3116,4218.6414
31.3692,1543.4904,3204.6605,4440.3586,6300.2869
31.3952,1743.1243,4617.2678,6694.4766,9010.5591
31.4212,2057.1669,6940.2907,9294.6618,10055.3421
31.4472,2603.8305,9335.0208,10057.8893,8445.5997
31.4732,3476.5543,9867.0468,8296.3047,6752.8648
31.4992,5040.0294,8167.6474,6599.2568,5904.0561
31.5252,7246.4524,6609.0344,5688.3204,4216.9463
31.5512,9316.9823,5492.1941,3999.8661,2553.495
31.5772,9213.1605,3751.4909,2357.8144,1709.0801
31.6032,7202.882,2301.7848,1626.8093,1360.7951
31.6292,5949.7153,1568.4685,1303.4789,1181.3252
31.6552,4849.2144,1319.731,1166.8753,1142.7347
31.6812,3252.2835,1177.354,1141.5504,1113.2833
31.7072,1951.0427,1117.9835,1086.6695,1092.7066
31.7332,1408.1697,1105.7703,1045.9663,1024.1444
31.7592,1187.0293,1083.1491,1040.7801,999.7801
31.7852,1099.8553,1080.8511,1046.1106,1043.4767
31.8112,1051.5655,1093.4526,1039.8978,1009.6603
31.8372,1036.9958,1035.4652,1010.0547,1046.5348
31.8632,1009.8203,991.5485,1017.9709,1054.4077
31.8892,947.239,1012.753,1029,1043.2908
31.9152,914.645,989.8702,1028.3645,1062.4294
31.9412,938.5253,1009.2879,1049.2695,1084.8859
31.9672,959.3096,1039.5409,1076.16,1069.2209
31.9932,918.9932,1038.7599,1075.9141,1065.9031
32.0192,881.4671,1041.3623,1044.9761,1071.8084
32.0452,934.1744,1001.0586,1044.4048,1093.2636
32.0712,951.8096,1033.3559,1069.2471,1088.2653
32.0972,931.7358,1096.9812,1081.2642,1089.4152
32.1232,963.9232,1089.4236,1041.2912,1107.0051
32.1492,1018.3098,1092.663,1027.663,1043.2717
32.1752,1036.1735,1035.5306,1015.5775,977.8834
32.2012,1063.5811,963.052,991.5264,958.4203
32.2272,1084.77,968.9436,970.31,965.5586
32.2532,1035.96,935.9079,957.5976,957.1812
32.2792,1009.8975,898.9453,961.0273,925.5512
32.3052,997.2603,918.6799,955.0534,920.4333
32.3312,948.9304,904.7793,936.3141,910.128
32.3572,923.7986,882.5354,915.1991,916.54
32.3832,940.4741,869.8966,910.1724,927.6638
32.4092,968.2349,875.5002,903.0833,913
32.4352,948.7104,929.482,907.4892,895.518
32.4612,920.8543,939.6133,917.583,907.1702
32.4872,939.9398,900.4709,940.5356,931.3053
32.5132,936.8974,869.8146,940.3081,938.8774
32.5392,902.7551,863.8475,891.1525,964.1979
32.5652,926.5604,858.4241,917.1101,913.9633
32.5912,945.7349,888.5184,938.7349,913.5503
32.6172,960.7473,905.2527,918.0907,917.5453
32.6432,970.109,886.9492,891.146,909.7958
32.6692,945.692,925.91,893.9568,910.1765
32.6952,978.0135,934.433,911.9318,887.6622
32.7212,991.4767,885.9001,949.0326,898.4767
32.7472,1000.0548,859.5439,936.0965,925.1798
32.7732,968,877.6305,913.3033,914.1325
32.7992,979.9255,899.7391,903.8074,895.4659
32.8252,1020.9697,878.6593,897.8296,907.9555
32.8512,1047.7124,888.603,909.2022,828.7495
32.8772,1028.3642,930.0415,954.4377,875.5879
32.9032,989.2227,859.674,938.3817,904.6859
32.9292,932.4322,853.4971,916.0707,916.5265
32.9552,959.1261,874.0883,890.7372,906.3405
32.9812,928.5116,926.7675,923.6279,913.1124
33.0072,901.0309,896.1561,910.6871,896.2811
33.0332,866.7028,887.6707,880.5823,883
33.0592,851.4358,897.1826,889.9403,879.2206
33.0852,831.4257,919.8276,933.055,867.9688
33.1112,858.1046,952.6883,920.9418,882.493
33.1372,857.5521,921.1638,876.2192,878.95
33.1632,865.9241,961.8289,845.3244,910.6756
33.1892,825.0173,883.8646,876.9827,870.0591
33.2152,860.4004,856.2433,841.739,864.5752
33.2412,831.0938,803.897,881.4862,890.3263
33.2672,819.0232,860.1079,939.8073,834.8689
33.2932,787.2768,883.9865,846.0539,856.2192
33.3192,881.5169,891.6012,818.3864,859.8941
33.3452,831.5512,886.5637,859.2568,872.4218
33.3712,826.0418,875.0342,873.4373,828.2357
33.3972,818.5662,909.5805,890,855.5383
33.4232,864.0199,902.4999,888.6799,873.4199
33.4492,830.7965,878.5493,866.0469,834.2019
33.4752,790.8071,870.4417,830.526,857.0803
33.5012,835.2094,879.6092,866.2441,861.6607
33.5272,874.65,835.4875,842.8735,944.989
33.5532,905.4285,859.4053,884.8649,848.665
33.5792,850.9812,897.9831,871.9859,911.9723
33.6052,811.3781,862.3403,842.2836,853.5578
33.6312,888.4693,866.9031,900.8375,903.9925
33.6572,920.0918,849.5274,919.4726,930.2382
33.6832,889.2943,873.9803,895.0197,951.1764
33.7092,860.4251,875,893.0491,953.9017
33.7352,846.7678,860.886,903.3503,985.0509
33.7612,871.1373,925.1709,904,896.6918
33.7872,813.1291,931.8422,973.0818,998.6887
33.8132,903.6726,941.1117,914.3071,929.6395
33.8392,905.79,931.1851,901.6913,892.2589
33.8652,843.4987,914.8475,876.0429,895.2393
33.8912,893.2911,904.186,855.372,918.035
33.9172,914.0722,881.213,889.6021,866.9683
33.9432,974.5858,857.3226,866.5686,857.2769
33.9692,837.5189,866.7745,869.6647,868.0712
33.9952,853.2439,856.3743,845.7486,894.4096
34.0212,875.1404,868.9722,849.3179,850.7562
34.0472,871.4251,857.2064,883.0528,854.9717
34.0732,850.5133,870.2389,875.385,868.5553
34.0992,875.6748,818.6604,883.2283,851.7515
34.1252,854.4844,792.3264,863.0291,805.0187
34.1512,821.1881,862.5247,835.099,864.396
34.1772,816.3168,826.6253,858.3457,859.2878
34.2032,846.731,790.1793,876.148,859.6233
34.2292,865.0289,846.4501,849.656,871.7813
34.2552,815.2833,856.6052,861.5322,899.5021
34.2812,834.3609,858.8605,866.0697,873.5694
34.3072,848.7226,874.7302,884.5114,829.2037
34.3332,793.4077,873.5855,872.0438,829.1163
34.3592,798.4092,864.6748,837.9964,870.5456
34.3852,773.2775,843.2923,847.7863,889.4644
34.4112,790.4648,875.9773,873.3909,837.0466
34.4372,783.7899,866.7326,871.5775,844.9786
34.4632,786.2622,826.4756,914.0808,853.7058
34.4892,796.9191,850.8849,873.3344,844.1213
34.5152,771.9828,851.702,906.5429,810.1232
34.5412,782.3337,844.1667,909.7995,817.0671
34.5672,785.155,837.8955,845.7371,823.5189
34.5932,834.4419,827.4785,840.4725,860.7179
34.6192,828.9568,823.3964,839.5142,862.8569
34.6452,793.6888,842.5906,849.5906,836.3142
34.6712,809.0144,857.7512,867.0861,862.2727
34.6972,804.4905,834.3262,852.2119,848.1286
34.7232,814.2472,823.3305,829.4139,835.7888
34.7492,803.0859,846.1729,858.5617,819.7478
34.7752,775.7357,905.1555,854.8134,823.1141
34.8012,761.7835,903.4751,814.7152,850.8753
34.8272,798.1294,874.242,806.0968,864.3872
34.8532,844.1142,866.1431,848.1135,846.8005
34.8792,837.4086,837.3563,862.7997,842.6698
34.9052,806.7283,815.5613,852.3608,834.3119
34.9312,791.8141,812.4225,846.5887,864.6256
34.9572,818.8818,827.8138,821.7795,884.7618
34.9832,835.03,860.1219,852.2438,828.7067
35.0092,832.9116,877.3621,888.5431,809.8146
35.0352,830.6588,878.3378,871.3243,807.1171
35.0612,798.5598,860.6457,839.2994,826.4375
35.0872,774.1249,821.7754,819.6747,839.575
35.1132,769.114,809.5097,833.0559,854.357
35.1392,770.559,806.8103,843,854.9332
35.1652,798.485,818.6706,831.1438,829.9281
35.1912,815.3117,826.1384,822.2469,839
35.2172,832.1377,817.2551,850.5131,879.5393
35.2432,844.864,821.6147,859.1132,921.7846
35.2692,812.2906,821.4659,836.0666,860.2241
35.2952,800.6622,860.2286,829.7057,830.4192
35.3212,838.3497,896.2514,816.014,837.3497
35.3472,865.8026,851.8261,843.7799,844.9318
35.3732,906.3676,809.895,892.3683,847.21
35.3992,903.9304,818.8945,887.0232,842.6709
35.4252,915.6088,836.2157,875.3361,872.9029
35.4512,890.7286,863.3007,881.3007,917.8484
35.4772,908.4021,911.3969,909.2386,894.201
35.5032,885.9865,933.3066,910.7852,901.6285
35.5292,900.5674,880.3022,926.5422,964.7689
35.5552,869.8842,923.884,913.0868,980.5505
35.5812,850.7487,949.6552,951.729,1005.4484
35.6072,871.5245,946.845,963.149,945.6572
35.6332,850.3321,913.3682,943.7184,919.8845
35.6592,859.3861,896.927,920.5866,903.7599
35.6852,829.868,904.523,923.5255,891.523
35.7112,824.7709,862.7896,925.1844,865.8578
35.7372,873.5232,814,860.1382,890.0076
35.7632,860.497,823.0177,891.1532,896.4852
35.7892,856.9268,872.7122,864.0683,855.7015
35.8152,873.5855,890.4953,894.0539,839.1772
35.8412,852.5285,844.6671,850.3329,846.2745
35.8672,881,836.4926,861.9447,848.7638
35.8932,877.1263,880.0609,839.474,848.9525
35.9192,849.5045,879.8775,834.3402,818.9521
35.9452,863.9508,931.3427,885.4394,885.7803
35.9712,882.9638,878.8248,873.0152,893.6133
35.9972,890.9023,874.5915,894.1554,894.4837
36.0232,868.4398,846.881,890.9171,832.5919
36.0492,904.4297,859.2892,824.2974,880.6116
36.0752,945.965,867.2591,876.3705,859.8212
36.1012,981.9596,931.1639,844.5321,895.3919
36.1272,906.0952,909.8877,858.3651,880.7021
36.1532,945.8524,907.1623,871.4177,905.2724
36.1792,1046.2966,969.4316,893.8188,920.0412
36.2052,1081.9394,901.1162,872.037,924.9916
36.2312,1035.5455,954.3733,1002.468,922.0348
36.2572,1082.9451,996.0958,930.6146,952.3326
36.2832,1053.975,972.7863,999.7041,1010.1444
36.3092,1026.1585,983.5035,1017.338,1062.8072
36.3352,1075.2813,1036.1787,1049.3072,1059.3078
36.3612,1004.775,1057.7756,1096.0615,1115.3269
36.3872,1032.5101,1124.0202,1116.6483,1245.3249
36.4132,1072.6764,1173.109,1199.7854,1289.0007
36.4392,1004.1878,1177,1323.3539,1255.6394
36.4652,1021.2755,1200.3764,1247.788,1230.4218
36.4912,938.6396,1243.0127,1220.2166,1160.423
36.5172,972.8417,1147.7657,1198.6565,1130.898
36.5432,1013.773,1114.8748,1122.1073,1077.5791
36.5692,1036.1881,1035.5131,1086.9367,1034.7644
36.5952,1038.1505,974.5796,1014.192,975.4827
36.6212,1042.1978,951.7275,940.7122,952.5671
36.6472,1061.252,964.7631,924.8518,964.1038
36.6732,973.192,966.3606,857.6031,906.3411
36.6992,940.8531,865.5858,889.9679,927.8211
36.7252,934.0007,822.8031,841.8096,913.6036
36.7512,875.3338,863.027,897.3053,885.8815
36.7772,839.7193,905.421,869.1985,855.8192
36.8032,830.1495,861.633,893.735,902.9072
36.8292,782.629,839.9186,885.2353,876.4299
36.8552,780.7544,813.9917,909.7606,872.7534
36.8812,776.8563,818.5857,894.0882,916.7185
36.9072,764.5046,839.7995,907.6428,936.1129
36.9332,773.9688,877.7016,908.7951,891.8886
36.9592,737.0764,878.6309,915.2374,871.1577
36.9852,778.8543,925.8479,946.3252,876.3058
37.0112,815.7423,921.7525,933.1339,969.4849
37.0372,795.8103,955.6137,984.6338,1010
37.0632,832.9742,997.1264,1023.3923,1033.4808
37.0892,836.5103,995.7637,1065.0136,1018.5617
37.1152,850.7393,1012.1352,1056.6565,1012.8124
37.1412,864,1062.4668,1013.1499,978.5332
37.1672,855.7945,1080.2129,1009.6238,957
37.1932,837.3321,1037.6176,950.5243,907.9198
37.2192,878.519,1025.8383,934.4538,883.5021
37.2452,884.1388,985.2847,909.1032,869.5587
37.2712,881.7875,910.4119,884.366,860.9575
37.2972,894.9079,890.3053,859.2474,870.5605
37.3232,925.5828,926.1545,856.0064,862.2802
37.3492,960.4816,891.8265,831.4873,859.8643
37.3752,978.7254,859.5881,803.5518,861.0337
37.4012,1031.6025,847.3244,802.9162,829.3636
37.4272,1046.5295,854.0025,804.1279,787.3811
37.4532,1050.5802,857.7284,797.6473,823.2045
37.4792,1011.521,828.1969,807.4122,838.7363
37.5052,931.912,813.9912,830.0264,857.2157
37.5312,918.8919,828.7375,817.2934,889.7548
37.5572,955.4237,859.0236,809.5765,860.4587
37.5832,944.0085,868.7481,837.1179,865.8974
37.6092,858.5366,864,858.1626,866.187
37.6352,826.3147,875.7673,844.8964,841.0948
37.6612,870.544,846.176,820.7867,859.4773
37.6872,865.7255,801.8186,832.2806,865.8247
37.7132,794.2012,790.6307,860.7249,868.6378
37.7392,778.9548,804.3093,861.613,886.0066
37.7652,761.0154,850.0303,830.2988,848.1196
37.7912,756.2305,822.6819,813.9306,852.4389
37.8172,801.0193,812.3108,818.8506,880.5518
37.8432,788.8947,803.6319,826.7035,849.6217
37.8692,782,844.6367,852.8088,855.3174
37.8952,787.3005,854.9543,881.3077,922.3317
37.9212,793.909,889.7681,900.9697,889.6566
37.9472,800.3403,922.3358,924.3476,909.3448
37.9732,823.382,944.2676,985.6788,951.9416
37.9992,802.4341,977.3325,993.8845,958.5094
38.0252,775.5427,979.5836,950.8498,957.0136
38.0512,802,947.422,932.6965,932.7727
38.0772,808.246,925.123,939.5332,899.3723
38.1032,839.6173,920.6706,906.7676,863.3561
38.1292,894.2033,886.4156,914.9483,852.3984
38.1552,932.2707,867.5138,867.9171,834
38.1812,932.0925,831.594,836.6372,846.211
