,300,500,550,600
38.2072,903.8334,844.971,798.4178,887.2802
38.2332,847.8587,818.1856,841.9169,889.2493
38.2592,827.7785,826.4454,853.0723,857.0699
38.2852,800.9541,886.5922,849.2278,845.7048
38.3112,824.6916,818.8922,825.2275,844.5687
38.3372,815.2478,836.6622,859.6803,896.9954
38.3632,827.1842,842.4271,883.6693,854.1363
38.3892,789.5602,832.5274,819.2968,891.7798
38.4152,764.7886,822.9435,831.0426,847.5911
38.4412,782.03,834.9401,800.2301,886.39
38.4672,790.2179,813.0261,782.8627,863.1656
38.4932,781.6441,829.7546,825.0135,819.1325
38.5192,898.1443,850.9298,896.5842,863.9589
38.5452,945.9443,815.5805,846.6806,872.155
38.5712,885.5231,853.0586,781.9139,813.7138
38.5972,882.282,916.8378,842.1023,813.8203
38.6232,893.5071,878.9963,879.2768,844.2266
38.6492,862.2782,828.0314,801.7246,846.6063
38.6752,854.5064,801.1139,871.4507,844.1747
38.7012,896.5423,822.243,911.3521,898.412
38.7272,883.8091,867.9244,876.1754,904.813
38.7532,797.5592,841.593,854.8557,846.5186
38.7792,781.1121,937.9915,887.1441,865.8559
38.8052,787.9939,875.7809,895.5193,857.073
38.8312,787.0038,840.1381,817.3031,868.954
38.8572,779.1101,867.6147,865.3258,819.688
38.8832,797.5501,816.2551,817.1841,907.845
38.9092,844.387,831.4287,865.2862,872.3105
38.9352,836.4353,822.4353,857.4353,804.0468
38.9612,860.6103,796.4431,843.7483,833.1828
38.9872,811.422,800.6198,836.4436,882.7681
39.0132,816.3404,881.6235,829.5131,903.6074
39.0392,839.9196,809.1565,848.2525,857.3272
39.0652,820.2353,800.1863,850.9069,818.5392
39.0912,845.8051,828.7021,802.5652,832.9388
39.1172,856.9832,837.3221,800.5481,805.7284
39.1432,886.0671,793.2681,867.6593,873.9218
39.1692,850.9772,823.4213,850.9848,859.7192
39.1952,814.139,839.287,815.2817,860.2863
39.2212,813.2366,824.9008,794.7481,909.2977
39.2472,808.1382,828.6992,781.1137,869.4304
39.2732,819.4123,872.2017,849.3361,845.9328
39.2992,828.5405,856.4732,843.561,888.7834
39.3252,804.9632,818.6944,838.1924,837.6194
39.3512,834.0995,875.6151,823.6411,809.4388
39.3772,764.2205,838.43,875.9334,817.8169
39.4032,768.6698,838.0017,841.994,802.3311
39.4292,750.6576,868.1103,828.768,829.2539
39.4552,742.242,838.8566,854.7729,842.0321
39.4812,750.2292,803.8087,858.5114,795.1213
39.5072,787.6946,824.051,845.9273,833.6256
39.5332,805.8261,823.8043,823.0652,856.6413
39.5592,797.9433,842.9868,839.7052,869.4934
39.5852,801.0842,822.2465,829.8728,886.0431
39.6112,857.0855,827.4623,855.5277,882.6181
39.6372,855.2114,849.46,850.0314,900.3457
39.6632,810.7462,863.4651,846.4292,910.6786
39.6892,831.78,862.9876,869.7305,895.6193
39.7152,811.1305,845.8475,843.7657,901.1761
39.7412,785.1601,826.3201,855.4975,893.0757
39.7672,782.639,836.613,876.4727,873.4987
39.7932,794.3227,883.7423,886.5485,867
39.8192,830.0984,903.5235,897.1912,888.669
39.8452,866.2758,869.1036,946.6895,930.6321
39.8712,893.581,868.3752,959.8197,1004.1329
39.8972,846.2438,883.1787,1013.239,1095.8094
39.9232,827.4388,943.1015,1097.401,1140.3737
39.9492,836.7355,1032.1298,1190.3539,1171.7667
39.9752,853.8237,1127.4348,1214.3784,1192.5596
40.0012,885.8408,1221.1714,1227.4299,1187.5034
40.0272,892.6026,1248.745,1196.2481,1185.1589
40.0532,864.6882,1246.3578,1170.8417,1139.8465
40.0792,954.2172,1222.886,1162.3661,1053.2893
40.1052,1129.9457,1157.7522,1087.5728,981.4018
40.1312,1179.4979,1077.4958,1055.0012,934.4983
40.1572,1232.009,996.7505,1039.5727,902.2962
40.1832,1330.6091,968.5645,932.6873,867.7919
40.2092,1296.6257,945.6695,878.1574,839.4755
40.2352,1213.1253,885.8235,899.0307,838.3657
40.2612,1141.0016,868.207,871.4869,850.1531
40.2872,1064.582,848.3666,843.9872,835.0579
40.3132,1013.5668,826.6401,830,809.2776
40.3392,935.4018,840.5313,856.5022,813.7307
40.3652,866.1056,853.5374,867.5337,827.5182
40.3912,822.1654,836.9052,843.0247,827.186
40.4172,800.909,787.936,867.2544,838.4996
40.4432,796.3326,809.0945,857.189,874.2859
40.4692,791.2449,799.679,840.2134,874.2894
40.4952,817.0559,813.8891,865.6389,868.7223
40.5212,804.576,834.1022,842.1711,872.1073
40.5472,768.0716,834.0141,817.7471,874.6348
40.5732,776.9823,791.2665,877.5154,876.3078
40.5992,801.001,810.4641,912.9277,870.5349
40.6252,837.4424,838.5137,871.5234,853.084
40.6512,824.0471,922.4288,884.2554,887.7304
40.6772,795.4581,925.6663,934.2076,903.6251
40.7032,805.6676,879.8959,898.3257,924.0879
40.7292,875.7861,834.5917,930.0481,959.4563
40.7552,908.8097,884.3575,939.3326,956.6904
40.7812,921.4483,920.2361,886.4032,977.443
40.8072,903.4524,919.5993,953.6827,1064.0399
40.8332,897.7856,944.2144,1009.0717,1124.018
40.8592,871.1111,981.1111,1119.5557,1215.8891
40.8852,890.9048,1010.0456,1234.2579,1367.498
40.9112,876.6547,1101.0831,1321.6307,1441.1903
40.9372,885.1847,1209.6644,1432.8723,1538.1025
40.9632,850.2062,1297.3006,1586.4996,1682.111
40.9892,891.8089,1449.2255,1646.8032,1699.8216
41.0152,971.3405,1559.8633,1696.1583,1675.8134
41.0412,1052.6797,1718.7646,1739.1107,1651.7381
41.0672,1142.8554,1671.5706,1760.144,1484.858
41.0932,1266.5194,1731.2597,1652.9595,1401.1373
41.1192,1308.3,1724.106,1442.363,1246.465
41.1452,1400.8623,1545.2713,1328.0491,1190.7168
41.1712,1452.8228,1357.716,1238.034,1048.2488
41.1972,1573.0932,1265.3458,1125.5158,923.5429
41.2232,1580.4983,1146.3349,1036.9183,953.5845
41.2492,1651.8532,1077.6886,962.2942,901.9177
41.2752,1639.3377,996.2229,865.3173,862.1749
41.3012,1475.307,966.0913,872.9985,852.463
41.3272,1349.1045,895.0806,923.1646,894.1243
41.3532,1173.7084,852.7304,861.4718,853.3033
41.3792,1105.7412,845.9035,875.4755,861.4531
41.4052,1011.9886,882.7506,894.0025,839.2078
41.4312,939.8191,865.1573,823.2006,853.8702
41.4572,894.2755,904.7604,873.6945,821.1977
41.4832,832.9865,862.6842,906.4749,866.268
41.5092,770.6276,792.8342,853.4209,802.7051
41.5352,784.4279,874.8892,813.4303,891.6389
41.5612,816.4926,862.7309,809.137,861.5988
41.5872,808.556,849.7228,812.7776,893.9984
41.6132,813.6069,815.3588,880.2823,900.6724
41.6392,757.6022,823.1701,877.6036,861.2442
41.6652,799.6462,850.5243,844.0733,859.8293
41.6912,769.621,834.0011,877.1884,858.1906
41.7172,791.054,922.3735,911.4228,877.6853
41.7432,810.8124,863.0957,891.1086,884.4243
41.7692,829.6239,813.7526,867.8763,871.0009
41.7952,871.7909,846.9259,852.8897,869.865
41.8212,808.7371,835.0429,926.2486,837.5063
41.8472,802.0711,802.4189,840.9596,839.6066
41.8732,832.2339,816.2108,839.7051,867.7281
41.8992,847.904,865.3932,828.144,895.2839
41.9252,808.4142,846.4607,876.3707,875.5377
41.9512,754.6982,877.0524,891.2219,913.4963
41.9772,773.4359,896.3423,892,907.2932
42.0032,791.999,906.8564,862.1456,895.9292
42.0292,795.7757,893.4856,903.646,944.4218
42.0552,825.1003,863.7287,950.1635,942.1525
42.0812,867.2585,918.7376,937.3238,986.1319
42.1072,848.1619,924.0809,905.3836,950.5293
42.1332,816.6551,877.7823,919.0809,974.2177
42.1592,849.662,889.866,955.3182,1010.7832
42.1852,894.3636,916.4723,986.7694,1092.7671
42.2112,848.7927,938.5378,1037.3758,1121.2937
42.2372,868.8695,975.639,1121.8487,1287.4255
42.2632,890.7457,1093.3357,1289.6566,1594.0688
42.2892,882.529,1216.0911,1534.301,1774.0616
42.3152,901.3301,1425.9759,1803.6413,1781.0039
42.3412,922.1931,1660.7467,1812.2619,1612.6868
42.3672,931.5271,1808.4935,1607.9643,1482.8486
42.3932,963.2931,1775.0408,1434.6678,1386.588
42.4192,1067.7639,1650.6243,1416.0905,1341.9849
42.4452,1177.9945,1495.4994,1431.5321,1225.4789
42.4712,1407.6459,1400.8621,1349.2636,1088.2256
42.4972,1625.5533,1296.015,1149.5119,974.5401
42.5232,1679.7793,1142.2871,997.7396,887.6579
42.5492,1594.3363,1008.0363,951.1864,861.7318
42.5752,1493.4487,949.355,871.9464,889.6655
42.6012,1393.5511,920.2603,875.53,906.6554
42.6272,1314.2672,870.6971,909.9549,886.4798
42.6532,1199.9979,849.9134,888.7107,877.3758
42.6792,1046.1273,889.8257,834.6764,911.5491
42.7052,937.0276,897.184,810.0144,902.276
42.7312,883.2889,880.586,825.5235,846.656
42.7572,851.5779,899.9411,825.0084,853.8779
42.7832,823.2405,871.5464,846.9107,854.2096
42.8092,826.3854,845.644,858.6146,831.1708
42.8352,823.2111,868.8088,845.8725,844.6175
42.8612,797.5015,857.3374,846.1672,837.712
42.8872,802.2071,853.8968,847.138,861.8972
42.9132,803.7259,865.7397,843.5479,899.1642
42.9392,822.7035,866.7119,858.8495,895.9963
42.9652,843.4705,882.4407,899.1148,927.0666
42.9912,792.882,895.3117,889.3875,980.6875
43.0172,769.4053,901.804,888.5084,1004.0797
43.0432,776.7187,896.1125,937.775,1048.8599
43.0692,804.1225,908.1837,1032.5843,1380.9456
43.0952,810.7194,987.8022,1335.8518,1651.3349
43.1212,788.718,1192.1822,1621.5641,1375.6629
43.1472,807.104,1498.5482,1457.3851,1073.5282
43.1732,835.9478,1546.5015,1102.077,1101.4793
43.1992,841.1933,1222.6343,1057.2465,1199.5967
43.2252,885.712,1065.3193,1226.2976,1150.9728
43.2512,1018.6239,1131.2773,1245.801,1012.4814
43.2772,1297.6424,1242.2639,1012.4042,947.3766
43.3032,1468.4683,1081.0907,879.1314,869.6878
43.3292,1297.2997,896.7434,856.0297,897.5889
43.3552,1039.2245,907.8526,822.2261,833.4037
43.3812,1066.4054,832.1021,866.0901,816.2868
43.4072,1179.2459,796.229,845.9928,855.501
43.4332,1129.6242,881.2442,868.9236,856.518
43.4592,904.2603,857.3396,842.7498,888.0296
43.4852,861.3556,897.3785,865.081,918.4947
43.5112,808.5869,871.5433,873.4782,866.7247
43.5372,800.2093,836.6007,855.3903,888.9966
43.5632,826.5297,850.0376,830.1346,879.0933
43.5892,802.4272,884.5537,865.3924,885.2943
43.6152,818.5114,827.8295,851.0455,870.2727
43.6412,828.3847,835.3479,865.9766,854.592
43.6672,862.0297,881.2592,890.6445,852.2418
43.6932,829.6385,889.9199,886.2359,905.4979
43.7192,803.2615,866.4385,902.7308,884.6693
43.7452,808.6254,875.1541,885.713,924.7703
43.7712,828.3445,874.7681,914.8974,900.5446
43.7972,783.4842,917.7679,878.2421,947.6469
43.8232,854.6281,892.8254,918.5503,901.4573
43.8492,812.2174,925.3189,946.1913,922.7361
43.8752,825.2164,867.055,974.2768,1000.1398
43.9012,814.6321,949.6175,1019.8204,1022.1124
43.9272,810.1306,1004.4347,1065.0556,1135.6252
43.9532,832.2441,996.7784,1102.378,1224.1931
43.9792,860.653,1062.7351,1093.1421,1300.2083
44.0052,851.4056,1118.7247,1251.4325,1372.6925
44.0312,915.433,1242.8894,1274.3117,1590.2893
44.0572,951.8327,1318.2634,1554.4592,2037.8703
44.0832,858.7654,1464.7949,1809.8992,2522.0183
44.1092,1025.9109,1631.947,2233.2501,2846.1108
44.1352,972.6233,1975.2045,2747.4186,3134.8557
44.1612,1026.8012,2516.0739,3011.1814,3216.1189
44.1872,1071.8476,2857.8807,3199.0554,3000.9535
44.2132,1196.492,3065.2759,3202.3465,2698.846
44.2392,1329.8637,3314.7425,2908.3181,2289.4241
44.2652,1542.8507,2972.2635,2507.8931,2042.3909
44.2912,1904.917,2735.7798,2142.0327,1796.7927
44.3172,2301.7303,2346.8543,1937.6117,1663.9855
44.3432,2669.4894,2074.0224,1735.1173,1290.4831
44.3692,3004.7085,1908.2969,1395.2237,1078.402
44.3952,3287.5083,1584.5236,1140.9121,1016.7245
44.4212,3257.4221,1265.6082,964.1754,941.1077
44.4472,2886.2042,1097.47,906.0293,840.4408
44.4732,2441.2677,1025.4186,903.3721,857.0349
44.4992,2174.2214,925.192,915.6634,889.6592
44.5252,1972.0107,907.8232,889.1888,859.6033
44.5512,1723.927,877.9095,877.3072,909.7412
44.5772,1344.0266,845.2933,854.31,870.7833
44.6032,1167.7906,877.8772,887.8772,858
44.6292,1047.4143,885.6495,912.8863,883.0716
44.6552,924.3042,854.8309,888.378,843.586
44.6812,881.4908,859.7456,941.0915,811.6725
44.7072,880.7686,852.6942,828.8524,850.4696
44.7332,819.5208,850.4876,829.8842,859.7934
44.7592,830.2906,804.0318,855.2743,891.7584
44.7852,833.3125,787.724,874.927,856.219
44.8112,825.0018,803.7087,838.158,836.5719
44.8372,813.1425,845.9096,844.9398,879.6549
44.8632,786.0918,847.1162,845.9756,868.1499
44.8892,754.7878,841.6843,831.0517,865.264
44.9152,773.9968,860.2073,859.0428,884.8356
44.9412,824.5432,819.1684,842.4434,858.7789
44.9672,854.1265,803.163,838.4355,832.837
44.9932,849.6868,821.5361,901.0782,860.8734
45.0192,788.1504,854.3862,890.7475,910.7327
45.0452,799.7312,862.7527,830.1408,945.8678
45.0712,837.0666,832.5632,859.644,933.8668
45.0972,850.6538,868.0203,889.5805,927.8635
45.1232,840.1259,883.5561,887.405,942.5194
45.1492,835.8504,849.9385,932.6333,956.0205
45.1752,857.2536,828.0986,971.9014,971.3522
45.2012,834.3925,831.478,962.3048,1011.7815
45.2272,809.7764,864.098,974.3216,1047.5502
45.2532,838.7223,916.6305,1031.7201,1054.3639
45.2792,866.8897,955.8504,1034.0158,1136.5273
45.3052,863.5919,1000.1071,1035.3265,1220.0357
45.3312,858.0623,1041.8585,1120.3236,1327.9615
45.3572,899.9475,1093.9588,1220.9928,1528.7178
45.3832,902.8108,1153.8297,1356.7038,1785.7056
45.4092,883.4895,1241.0431,1589.4586,2095.9198
45.4352,901.5241,1383.3846,1840.6974,2373.8359
45.4612,900.534,1625.5573,2143.322,2542.6656
45.4872,911.8574,1929.2935,2430.5124,2575.8458
45.5132,952.3217,2202.2853,2530.83,2403.9924
45.5392,1043.8881,2426.5795,2513.5395,2109.0755
45.5652,1172.4332,2539.3657,2327.4731,1879.6114
45.5912,1310.0345,2499.4,2042.4855,1732.4382
45.6172,1482.4432,2301.4985,1861.227,1618.247
45.6432,1716.3522,2104.4389,1715.8509,1404.1468
45.6692,1977.2523,1897.5311,1546.5569,1181.6239
45.6952,2113.5469,1729.5619,1354.1679,1034.7589
45.7212,2214.2527,1532.6813,1149.5253,951.2348
45.7472,2343.37,1333.3389,1048.6077,940.947
45.7732,2254.2097,1167.1072,961.5113,907.8567
45.7992,2056.1345,1035.7371,911.3782,922.7287
45.8252,1872.835,979.1693,876.3343,913.7221
45.8512,1781.5774,938.8002,918.3428,863.4372
45.8772,1647.2368,909.7403,904.9648,858.5176
45.9032,1491.811,935.946,855.5945,892.8648
45.9292,1348.0652,908.9202,893.0581,893.6662
45.9552,1177.85,901.8735,906.347,877.9941
45.9812,1134.5793,842.4282,876.5351,914.8101
46.0072,1093.0426,917.5903,876.1968,966.6044
46.0332,1024.4954,895.8079,891.8055,935.1828
46.0592,1000.7972,874.1469,948.8182,960.0909
46.0852,923.8733,868.1898,935.8352,972.2784
46.1112,937.6538,884.6659,976.8692,998.0872
46.1372,933.3442,928.0875,1045.1599,1086.0875
46.1632,901.4636,1017.5846,1086.7495,1208.4647
46.1892,880.8327,1019.2962,1178.3939,1383.3723
46.2152,909.921,1024.4866,1178.7161,1607.1131
46.2412,930.5246,1174.6514,1486.3727,2015.6186
46.2672,951.5527,1366.5681,1828.105,2457.5555
46.2932,993.2885,1576.3592,2247.603,2712.16
46.3192,974.4937,1917.4081,2616.5139,2845.1385
46.3452,1000.2893,2396.2024,2854.1994,2847.5434
46.3712,1077.003,2723.7151,2836.3027,2846.6053
46.3972,1138.2456,2796.8807,2793.7825,2762.6526
46.4232,1243.5561,2917.115,2795.954,2735.3795
46.4492,1529.5405,2830.735,2821.8623,2399.3165
46.4752,1728.943,2866.3138,2689.1631,1981.1155
46.5012,2108.0511,2823.1868,2322.8108,1712.0452
46.5272,2528.7959,2639.5075,1899.7308,1518.0839
46.5532,2786.0563,2234.0468,1636.1254,1415.6787
46.5792,2899.0684,1916.7214,1535.0017,1248.1983
46.6052,2800.3546,1683.2101,1359.6791,1079.2958
46.6312,2715.9402,1457.2086,1213.1641,988.5981
46.6572,2863.7326,1364.966,1019.131,917.8663
46.6832,2836.0104,1154.0795,929.034,904.0052
46.7092,2581.6459,1032.2663,919.103,889.1544
46.7352,2226.2784,904.6081,936.6361,854.7076
46.7612,1857.2423,882.6028,896.2659,835.5727
46.7872,1630.974,888.7196,879.641,837.8798
46.8132,1535.5486,850.9994,845.7495,871.2505
46.8392,1323.2395,856.5207,839.2995,914.3641
46.8652,1153.7313,866.3017,876.2068,889.0949
46.8912,1027.8892,843.0735,885.4417,861.233
46.9172,941.5326,858.2962,853.2283,838.0625
46.9432,847.5612,863.6016,830.1911,877.4186
46.9692,836.219,856.8761,803.0665,803.6376
46.9952,799.8971,856,841.3863,902.3088
47.0212,833.308,767.195,889.6612,854.3141
47.0472,844.1643,841.7929,839.1928,852.7464
47.0732,810.9683,850.0445,874.2412,927.1681
47.0992,854.6113,856.5678,935.8157,831.5278
47.1252,741.8507,865.4785,839.6387,861.6878
47.1512,802.3866,784.0764,842.6308,904.02
47.1772,823.4333,799.2552,897.4773,812.8565
47.2032,817.5906,804.5965,869.7421,845.2815
47.2292,778.0196,841.9804,834.6797,847.1311
47.2552,815.6615,848.8747,838.9387,789.3065
47.2812,845.1997,857.257,835.0573,858.0841
47.3072,802.026,818.118,866.5056,871.5776
47.3332,790.7578,856.8583,822.887,844.7014
47.3592,799.4165,883.6414,842.824,865.9242
47.3852,810.7807,889.1952,847.2193,866.4876
47.4112,826.9924,878.4512,863.4887,821.8573
47.4372,824.1693,823.4565,873.8475,867.2217
47.4632,847.6744,826.8666,866.5765,922.1842
47.4892,809.8655,835.6159,892.7575,899.0142
47.5152,828.9268,815.9008,848.7025,916.4235
47.5412,825.8177,829.1823,864.348,900.407
47.5672,820.2981,842.6491,895.5963,913.4775
47.5932,843.8751,845.957,881.4296,915.6054
47.6192,843.4364,888.7575,905.6909,914.7818
47.6452,832.5725,867.7249,891.4774,938.8725
47.6712,835.6032,848.8484,913.7128,903.0614
47.6972,831.6481,903.2379,926.1342,928.5265
47.7232,864.9723,913.3016,941.5066,969.0273
47.7492,871.03,910.8562,978.3412,977.7425
47.7752,838.7646,967.3799,958.0266,1005.4814
47.8012,785.4652,992.8325,948.4701,1041.335
47.8272,790.3458,989.3783,963.9413,1120.3133
47.8532,824.7437,994.2125,1069.8809,1245.6716
47.8792,872.8265,1053.5793,1220.3569,1451.5778
47.9052,904.2671,1127.0641,1392.7214,1754.2481
47.9312,906.2336,1200.8123,1603.3814,2141.7533
47.9572,921.2687,1387.654,1886.8093,2546.1049
47.9832,933.014,1688.6764,2275.4959,2821.1286
48.0092,942.4038,2071.1921,2633.1024,2851.2629
48.0352,949.0327,2496.6238,2905.8514,2670.0833
48.0612,967.4235,2831.0149,2892.9816,2364.2933
48.0872,1044.6587,2990.6846,2537.267,2090.5417
48.1132,1149.851,2895.1846,2199.7945,2006.4468
48.1392,1274.9202,2528.1106,2069.5518,1902.4496
48.1652,1510.1999,2172.8484,1981.1121,1639.8602
48.1912,1877.0738,2055.6965,1783.2319,1376.2081
48.2172,2324.1643,1984.2705,1537.7541,1164.2705
48.2432,2700.4335,1757.0963,1263.2066,1024.8269
48.2692,2914.5915,1445.8592,1111.9859,963.5352
48.2952,2881.5247,1188.3334,1025.1645,923.2423
48.3212,2566.9874,1039.0727,996.363,882.3745
48.3472,2351.0907,955.6672,1009.0832,893.938
48.3732,2212.9115,968.9065,989.8129,930.7338
48.3992,2157.9357,932.5567,927.8008,938.8672
48.4252,1993.7862,911.4383,859.3348,893
48.4512,1634.6822,946.9531,885.6679,885.852
48.4772,1353.6265,924.63,928.9204,886.7494
48.5032,1248.7809,923.8645,913.7114,924.3557
48.5292,1165.4508,911.6214,921.9166,941.1494
48.5552,1060.7321,898.2783,917.5497,966.4226
48.5812,1034.4494,905.4211,951.4777,982.7084
48.6072,1013.6275,923.8645,955.877,998.754
48.6332,958.9782,995.1246,972.4799,991.0873
48.6592,959.4374,971.1251,1049.0489,1039.0931
48.6852,948.0883,956.8327,1088.6546,1194.2945
48.7112,869.101,1000.8916,1140.176,1400.0639
48.7372,857.5351,1084.1991,1301.2525,1684.2023
48.7632,926.7622,1136.8485,1529.4008,2050.6556
48.7892,966.9877,1275.9392,1835.3599,2514.98
48.8152,940.9739,1566.653,2295.6488,2717.116
48.8412,989.8804,2004.9947,2749.5874,2661.9583
48.8672,1001.3107,2448.9659,2856.2216,2333.4802
48.8932,1040.6559,2802.0279,2716.8499,2074.8462
48.9192,1070.2161,2925.4685,2388.9397,1961.6107
48.9452,1178.3668,2733.0354,2055.5908,1931.772
48.9712,1329.8338,2323.8571,2050.0913,1867.4402
48.9972,1574.6843,2158.9887,2009.4887,1586.3233
49.0232,1991.9018,2109.4851,1822.9738,1407.6064
49.0492,2620.3274,1991.5333,1543.854,1287.3868
49.0752,2953.9294,1772.517,1359.7067,1295.4255
49.1012,3070.8638,1560.7851,1303.462,1355.1418
49.1272,2818.7792,1347.5747,1307.3742,1531.8074
49.1532,2485.4558,1260.7364,1463.0595,1819.7105
49.1792,2096.6121,1313.2512,1660.4082,2267.3185
49.2052,2109.6689,1467.7299,1968.2775,2730.4463
49.2312,2118.4464,1678.8419,2401.0053,3037.7601
49.2572,1808.4279,2073.9665,2798.728,3423.8358
49.2832,1547.1657,2529.3357,3069.1745,3526.0696
49.3092,1301.6265,2975.8607,3360.2573,3267.6593
49.3352,1282.2365,3314.7427,3459.7552,2847.2906
49.3612,1220.4094,3566.3402,3253.7426,2667.0044
49.3872,1426.0893,3503.2928,2896.7546,2594.2928
49.4132,1729.9133,3251.976,2618.7358,2467.488
49.4392,1997.0271,2843.8456,2552.9718,2205.1293
49.4652,2467.7768,2623.1567,2387.7364,1778.3064
49.4912,2766.1971,2532.9745,2109.7309,1506.9313
49.5172,3209.3239,2436.1085,1712.5808,1283.2647
49.5432,3488.5741,2001.1586,1486.4673,1183.2644
49.5692,3504.0175,1727.1495,1282.8586,1154.3402
49.5952,3435.487,1453.1563,1198.0403,1083.5987
49.6212,3012.3922,1262.1301,1097.7673,1065.3375
49.6472,2691.8494,1170.5213,1077.1836,945.0177
49.6732,2609.9305,1077.5781,1018.4764,929.5757
49.6992,2500.3146,1007.9898,951.2925,929.1514
49.7252,2312.5792,940.1285,958.6131,873.6447
49.7512,1965.058,935.6304,825.2489,863
49.7772,1629.7721,943.551,852.6833,903.9436
49.8032,1403.3563,890.8003,886.0327,909.7642
49.8292,1165.8411,898.7747,862.235,893.8185
49.8552,1097.0615,870.0685,873.1494,857.6467
49.8812,1081.0914,874.2461,829.6906,856.0126
49.9072,1012.6128,871.8459,841.3856,867.2311
49.9332,925.4189,884.4274,825.4605,868.4813
49.9592,928.7307,870.2646,865.9626,882.2389
49.9852,845.3027,863.2605,857.5967,872.2101
50.0112,799.8677,839.6537,845.3521,841.465
50.0372,815.8698,805.8123,847.5982,872.3004
50.0632,775.7386,844.9712,834.0957,863.8693
50.0892,772.0955,839.807,837.7973,877.7934
50.1152,774.8607,865.5638,870.2852,907.3167
50.1412,792.7188,861.6012,887.0798,960.1974
50.1672,816.7408,853.3401,886.3198,925.3869
50.1932,783.0728,915.3907,952.9919,913.8428
50.2192,799.061,928.1444,985.3992,903.7946
50.2452,820.2805,916.7195,978.8778,931.776
50.2712,797.0468,947.5174,929.3542,940.393
50.2972,776.7957,951.1098,879.0442,910.6647
50.3232,780.9366,891.3282,905.9038,912.8731
50.3492,829.2419,874.6151,933.8017,912.7901
50.3752,855.6374,918.6676,906.6483,898.9121
50.4012,878.391,896.7025,856.2209,873.0935
50.4272,907.4163,867.9957,833.4292,866.5622
50.4532,873.3722,847.4425,833.5609,853.3688
50.4792,809.6966,841.1213,859.8956,819.267
50.5052,836.9406,833.6865,843.6677,813.1978
50.5312,877.8132,834.9338,867.2371,861.3655
50.5572,852.5883,824.5034,883.6854,899.0848
50.5832,856.0302,866.4214,855.0226,857.0298
50.6092,845.409,881.3736,878.0598,863.6318
50.6352,836.5718,815.834,887.7141,884.971
50.6612,853.8143,838.8548,876.9261,835.3319
50.6872,820.9488,870.3807,853.534,826.1478
50.7132,784.7666,832.3015,843.4668,824.4566
50.7392,802.0083,842.688,845.1231,826.1356
50.7652,836.4418,857.7232,830.7201,834.4434
50.7912,829.6577,850.0737,836.9534,808.8405
50.8172,819.156,883.2022,820.5604,845.2442
50.8432,827.8894,868.5227,807.7638,877.985
50.8692,810.6334,860.2278,815.2491,844.7829
50.8952,788.3172,853.0959,823.9012,840.3922
50.9212,823.324,820.0604,837.7906,850.5573
50.9472,830.9158,814.054,859.9671,862.2763
50.9732,818.7423,851.297,831.476,852.738
50.9992,770.1081,853.5102,819.295,851.5828
51.0252,776.0924,802.9633,825.8798,844.5829
51.0512,788.6085,818.0118,838.0059,815.6654
51.0772,837.0263,806.9683,812.6346,827.9737
51.1032,812.123,819.6364,776.3797,839.1123
51.1292,812.5437,832.0951,789.635,815.7262
51.1552,800.7327,797.9173,814.7004,816.1402
51.1812,750.6799,776.5661,838.299,804.2645
51.2072,758.6343,784.5555,818.3979,812.7315
51.2332,754.4736,799.8942,864.8388,824.738
51.2592,759.8391,799.3193,834.8391,824.3217
51.2852,790.7087,815,855.9735,806.6342
51.3112,827.0349,815.9338,854.5643,865.3272
51.3372,824.7056,815.647,835.5293,835.2708
51.3632,775.5916,806.1361,810.6011,851.6105
51.3892,747.3151,817.259,788.2214,809.4627
51.4152,739.6572,826.5122,828.4431,827.2629
51.4412,779.7716,806.8523,801.0446,841.1393
51.4672,760.3043,790.9569,818.3043,824
51.4932,756.836,821.048,827.3,832.364
51.5192,749.0665,805.6918,869.1995,865.9094
51.5452,723.974,806.5948,759.4688,813.1169
51.5712,792.1406,816.8991,786.5369,800.027
51.5972,738.605,787.8536,785.6491,815.6822
51.6232,766.5166,817.9741,763.4648,752.723
51.6492,781.0901,835.5677,826.9107,831.134
51.6752,737.4873,792.7818,805.7855,853.7455
51.7012,720.9691,827.3076,780.2466,813.2539
51.7272,702.1374,811.0916,837,818.6892
51.7532,741.9717,833.8259,836.8057,853.6842
51.7792,753.4767,787.6709,835.7554,875.4218
51.8052,712.8308,783.4828,862.4953,830.326
51.8312,772.86,813.9147,788.4201,816.3151
51.8572,768.0968,784.8279,800.577,825.1505
51.8832,733.728,817.4701,822.4995,830.8938
51.9092,780.764,847.7378,789.9948,823.5596
51.9352,736.2106,798.2339,789.0047,740.393
51.9612,696.584,795.0438,858.9633,755.7664
51.9872,803.3024,832.0681,791.7166,795.9945
52.0132,730.6868,805.9645,856.6232,800.8622
52.0392,748.0683,846.0922,801.6621,828.7133
52.0652,790.6112,822.4658,808.4571,773.2574
52.0912,771.4769,830.3579,828.6515,804.6241
52.1172,759.8155,806.0016,775.374,789.4086
52.1432,802.0493,790.2609,772.8319,771.513
52.1692,722.6461,777.2217,810.1468,825.2672
52.1952,757.0127,745.5327,804.1429,796.0522
52.2212,756.6829,743.7724,769.3253,737.0571
52.2472,804.1939,801.8327,764.1237,812.3678
52.2732,717.4362,813.4653,794.3216,817.0694
52.2992,785.2152,781.4565,788.7231,816.8564
