#                \hbar \omega(eV)     Re(chi) (e^2*a_0^2/eV) Im(chi) (e^2*a_0^2/eV)
     chi_1_1=  0.650000000000000E-01  -.326977556730653E-05  -.195001471453687E-08
     chi_1_1=  0.660000000000000E-01  -.326978991270885E-05  -.198006183900138E-08
     chi_1_1=  0.670000000000000E-01  -.326980447746653E-05  -.201011111566559E-08
     chi_1_1=  0.680000000000000E-01  -.326981926159510E-05  -.204016257733026E-08
     chi_1_1=  0.690000000000000E-01  -.326983426511037E-05  -.207021625680484E-08
     chi_1_1=  0.700000000000000E-01  -.326984948802831E-05  -.210027218690758E-08
     chi_1_1=  0.710000000000000E-01  -.326986493036523E-05  -.213033040046566E-08
     chi_1_1=  0.720000000000000E-01  -.326988059213756E-05  -.216039093031531E-08
     chi_1_1=  0.730000000000000E-01  -.326989647336206E-05  -.219045380930197E-08
     chi_1_1=  0.740000000000000E-01  -.326991257405565E-05  -.222051907028042E-08
     chi_1_1=  0.750000000000000E-01  -.326992889423555E-05  -.225058674611487E-08
     chi_1_1=  0.760000000000000E-01  -.326994543391919E-05  -.228065686967914E-08
     chi_1_1=  0.770000000000000E-01  -.326996219312420E-05  -.231072947385675E-08
     chi_1_1=  0.780000000000000E-01  -.326997917186849E-05  -.234080459154108E-08
     chi_1_1=  0.790000000000000E-01  -.326999637017022E-05  -.237088225563552E-08
     chi_1_1=  0.800000000000000E-01  -.327001378804774E-05  -.240096249905355E-08
     chi_1_1=  0.810000000000000E-01  -.327003142551965E-05  -.243104535471889E-08
     chi_1_1=  0.820000000000000E-01  -.327004928260480E-05  -.246113085556568E-08
     chi_1_1=  0.830000000000000E-01  -.327006735932227E-05  -.249121903453854E-08
     chi_1_1=  0.840000000000000E-01  -.327008565569138E-05  -.252130992459273E-08
     chi_1_1=  0.850000000000000E-01  -.327010417173166E-05  -.255140355869432E-08
     chi_1_1=  0.860000000000000E-01  -.327012290746291E-05  -.258149996982026E-08
     chi_1_1=  0.870000000000000E-01  -.327014186290515E-05  -.261159919095855E-08
     chi_1_1=  0.880000000000001E-01  -.327016103807865E-05  -.264170125510838E-08
     chi_1_1=  0.890000000000001E-01  -.327018043300389E-05  -.267180619528023E-08
     chi_1_1=  0.900000000000001E-01  -.327020004770160E-05  -.270191404449602E-08
     chi_1_1=  0.910000000000001E-01  -.327021988219276E-05  -.273202483578925E-08
     chi_1_1=  0.920000000000001E-01  -.327023993649858E-05  -.276213860220514E-08
     chi_1_1=  0.930000000000001E-01  -.327026021064048E-05  -.279225537680072E-08
     chi_1_1=  0.940000000000001E-01  -.327028070464016E-05  -.282237519264502E-08
     chi_1_1=  0.950000000000001E-01  -.327030141851953E-05  -.285249808281915E-08
     chi_1_1=  0.960000000000001E-01  -.327032235230075E-05  -.288262408041649E-08
     chi_1_1=  0.970000000000001E-01  -.327034350600619E-05  -.291275321854277E-08
     chi_1_1=  0.980000000000001E-01  -.327036487965850E-05  -.294288553031622E-08
     chi_1_1=  0.990000000000001E-01  -.327038647328053E-05  -.297302104886774E-08
     chi_1_1=  0.100000000000000E+00  -.327040828689539E-05  -.300315980734099E-08
     chi_1_1=  0.101000000000000E+00  -.327043032052642E-05  -.303330183889253E-08
     chi_1_1=  0.102000000000000E+00  -.327045257419720E-05  -.306344717669196E-08
     chi_1_1=  0.103000000000000E+00  -.327047504793154E-05  -.309359585392208E-08
     chi_1_1=  0.104000000000000E+00  -.327049774175349E-05  -.312374790377897E-08
     chi_1_1=  0.105000000000000E+00  -.327052065568736E-05  -.315390335947219E-08
     chi_1_1=  0.106000000000000E+00  -.327054378975764E-05  -.318406225422483E-08
     chi_1_1=  0.107000000000000E+00  -.327056714398913E-05  -.321422462127376E-08
     chi_1_1=  0.108000000000000E+00  -.327059071840684E-05  -.324439049386965E-08
     chi_1_1=  0.109000000000000E+00  -.327061451303599E-05  -.327455990527716E-08
     chi_1_1=  0.110000000000000E+00  -.327063852790206E-05  -.330473288877507E-08
     chi_1_1=  0.111000000000000E+00  -.327066276303079E-05  -.333490947765644E-08
     chi_1_1=  0.112000000000000E+00  -.327068721844814E-05  -.336508970522870E-08
     chi_1_1=  0.113000000000000E+00  -.327071189418029E-05  -.339527360481378E-08
     chi_1_1=  0.114000000000000E+00  -.327073679025368E-05  -.342546120974831E-08
     chi_1_1=  0.115000000000000E+00  -.327076190669499E-05  -.345565255338372E-08
     chi_1_1=  0.116000000000000E+00  -.327078724353113E-05  -.348584766908631E-08
     chi_1_1=  0.117000000000000E+00  -.327081280078925E-05  -.351604659023753E-08
     chi_1_1=  0.118000000000000E+00  -.327083857849676E-05  -.354624935023396E-08
     chi_1_1=  0.119000000000000E+00  -.327086457668127E-05  -.357645598248758E-08
     chi_1_1=  0.120000000000000E+00  -.327089079537065E-05  -.360666652042579E-08
     chi_1_1=  0.121000000000000E+00  -.327091723459304E-05  -.363688099749167E-08
     chi_1_1=  0.122000000000000E+00  -.327094389437675E-05  -.366709944714397E-08
     chi_1_1=  0.123000000000000E+00  -.327097077475040E-05  -.369732190285737E-08
     chi_1_1=  0.124000000000000E+00  -.327099787574280E-05  -.372754839812258E-08
     chi_1_1=  0.125000000000000E+00  -.327102519738303E-05  -.375777896644647E-08
     chi_1_1=  0.126000000000000E+00  -.327105273970040E-05  -.378801364135217E-08
     chi_1_1=  0.127000000000000E+00  -.327108050272446E-05  -.381825245637926E-08
     chi_1_1=  0.128000000000000E+00  -.327110848648499E-05  -.384849544508391E-08
     chi_1_1=  0.129000000000000E+00  -.327113669101202E-05  -.387874264103898E-08
     chi_1_1=  0.130000000000000E+00  -.327116511633584E-05  -.390899407783419E-08
     chi_1_1=  0.131000000000000E+00  -.327119376248694E-05  -.393924978907623E-08
     chi_1_1=  0.132000000000000E+00  -.327122262949608E-05  -.396950980838891E-08
     chi_1_1=  0.133000000000000E+00  -.327125171739425E-05  -.399977416941330E-08
     chi_1_1=  0.134000000000000E+00  -.327128102621268E-05  -.403004290580789E-08
     chi_1_1=  0.135000000000000E+00  -.327131055598287E-05  -.406031605124872E-08
     chi_1_1=  0.136000000000000E+00  -.327134030673650E-05  -.409059363942941E-08
     chi_1_1=  0.137000000000000E+00  -.327137027850555E-05  -.412087570406152E-08
     chi_1_1=  0.138000000000000E+00  -.327140047132221E-05  -.415116227887446E-08
     chi_1_1=  0.139000000000000E+00  -.327143088521893E-05  -.418145339761580E-08
     chi_1_1=  0.140000000000000E+00  -.327146152022838E-05  -.421174909405130E-08
     chi_1_1=  0.141000000000000E+00  -.327149237638350E-05  -.424204940196515E-08
     chi_1_1=  0.142000000000000E+00  -.327152345371744E-05  -.427235435515994E-08
     chi_1_1=  0.143000000000000E+00  -.327155475226361E-05  -.430266398745701E-08
     chi_1_1=  0.144000000000000E+00  -.327158627205567E-05  -.433297833269646E-08
     chi_1_1=  0.145000000000000E+00  -.327161801312751E-05  -.436329742473729E-08
     chi_1_1=  0.146000000000000E+00  -.327164997551326E-05  -.439362129745763E-08
     chi_1_1=  0.147000000000000E+00  -.327168215924730E-05  -.442394998475476E-08
     chi_1_1=  0.148000000000000E+00  -.327171456436425E-05  -.445428352054530E-08
     chi_1_1=  0.149000000000000E+00  -.327174719089898E-05  -.448462193876546E-08
     chi_1_1=  0.150000000000000E+00  -.327178003888658E-05  -.451496527337097E-08
     chi_1_1=  0.151000000000000E+00  -.327181310836243E-05  -.454531355833740E-08
     chi_1_1=  0.152000000000000E+00  -.327184639936209E-05  -.457566682766016E-08
     chi_1_1=  0.153000000000000E+00  -.327187991192142E-05  -.460602511535485E-08
     chi_1_1=  0.154000000000000E+00  -.327191364607648E-05  -.463638845545712E-08
     chi_1_1=  0.155000000000000E+00  -.327194760186361E-05  -.466675688202303E-08
     chi_1_1=  0.156000000000000E+00  -.327198177931937E-05  -.469713042912911E-08
     chi_1_1=  0.157000000000000E+00  -.327201617848058E-05  -.472750913087256E-08
     chi_1_1=  0.158000000000000E+00  -.327205079938428E-05  -.475789302137123E-08
     chi_1_1=  0.159000000000000E+00  -.327208564206779E-05  -.478828213476400E-08
     chi_1_1=  0.160000000000000E+00  -.327212070656864E-05  -.481867650521070E-08
     chi_1_1=  0.161000000000000E+00  -.327215599292463E-05  -.484907616689241E-08
     chi_1_1=  0.162000000000000E+00  -.327219150117378E-05  -.487948115401154E-08
     chi_1_1=  0.163000000000000E+00  -.327222723135438E-05  -.490989150079196E-08
     chi_1_1=  0.164000000000000E+00  -.327226318350495E-05  -.494030724147916E-08
     chi_1_1=  0.165000000000000E+00  -.327229935766426E-05  -.497072841034044E-08
     chi_1_1=  0.166000000000000E+00  -.327233575387133E-05  -.500115504166494E-08
     chi_1_1=  0.167000000000000E+00  -.327237237216540E-05  -.503158716976388E-08
     chi_1_1=  0.168000000000000E+00  -.327240921258600E-05  -.506202482897071E-08
     chi_1_1=  0.169000000000000E+00  -.327244627517286E-05  -.509246805364119E-08
     chi_1_1=  0.170000000000000E+00  -.327248355996601E-05  -.512291687815358E-08
     chi_1_1=  0.171000000000000E+00  -.327252106700565E-05  -.515337133690870E-08
     chi_1_1=  0.172000000000000E+00  -.327255879633231E-05  -.518383146433028E-08
     chi_1_1=  0.173000000000000E+00  -.327259674798669E-05  -.521429729486483E-08
     chi_1_1=  0.174000000000000E+00  -.327263492200980E-05  -.524476886298203E-08
     chi_1_1=  0.175000000000000E+00  -.327267331844286E-05  -.527524620317474E-08
     chi_1_1=  0.176000000000000E+00  -.327271193732734E-05  -.530572934995913E-08
     chi_1_1=  0.177000000000000E+00  -.327275077870497E-05  -.533621833787492E-08
     chi_1_1=  0.178000000000000E+00  -.327278984261774E-05  -.536671320148547E-08
     chi_1_1=  0.179000000000000E+00  -.327282912910782E-05  -.539721397537796E-08
     chi_1_1=  0.180000000000000E+00  -.327286863821772E-05  -.542772069416346E-08
     chi_1_1=  0.181000000000000E+00  -.327290836999014E-05  -.545823339247712E-08
     chi_1_1=  0.182000000000000E+00  -.327294832446803E-05  -.548875210497841E-08
     chi_1_1=  0.183000000000000E+00  -.327298850169461E-05  -.551927686635109E-08
     chi_1_1=  0.184000000000000E+00  -.327302890171333E-05  -.554980771130349E-08
     chi_1_1=  0.185000000000000E+00  -.327306952456791E-05  -.558034467456863E-08
     chi_1_1=  0.186000000000000E+00  -.327311037030231E-05  -.561088779090438E-08
     chi_1_1=  0.187000000000000E+00  -.327315143896070E-05  -.564143709509346E-08
     chi_1_1=  0.188000000000000E+00  -.327319273058755E-05  -.567199262194383E-08
     chi_1_1=  0.189000000000000E+00  -.327323424522758E-05  -.570255440628869E-08
     chi_1_1=  0.190000000000000E+00  -.327327598292571E-05  -.573312248298664E-08
     chi_1_1=  0.191000000000000E+00  -.327331794372717E-05  -.576369688692188E-08
     chi_1_1=  0.192000000000000E+00  -.327336012767738E-05  -.579427765300427E-08
     chi_1_1=  0.193000000000000E+00  -.327340253482207E-05  -.582486481616958E-08
     chi_1_1=  0.194000000000000E+00  -.327344516520717E-05  -.585545841137960E-08
     chi_1_1=  0.195000000000000E+00  -.327348801887887E-05  -.588605847362225E-08
     chi_1_1=  0.196000000000000E+00  -.327353109588364E-05  -.591666503791177E-08
     chi_1_1=  0.197000000000000E+00  -.327357439626818E-05  -.594727813928894E-08
     chi_1_1=  0.198000000000000E+00  -.327361792007944E-05  -.597789781282104E-08
     chi_1_1=  0.199000000000000E+00  -.327366166736461E-05  -.600852409360217E-08
