Temperature,Order_Parameter,Free_Energy
468.561872909699,1.7090843976136998,-58.375852278862496
469.5652173913044,1.693862956434989,-55.471029678662596
470.5685618729097,1.678249767617811,-52.61860184752239
471.571906354515,1.6622207190270881,-49.8194448000735
472.5752508361204,1.6457493140028583,-47.074480022012295
473.5785953177258,1.628806290814145,-44.38467854595447
474.5819397993311,1.611359232276631,-41.75106555794471
475.58528428093643,1.593372127139731,-39.1747256269108
476.5886287625418,1.5748047949942758,-36.65680866976484
477.5919732441472,1.5556120940319118,-34.19853679082583
478.59531772575247,1.535743098179089,-31.801212167600294
479.59866220735785,1.5151404787436276,-29.46622619824567
480.60200668896323,1.4937383076471038,-27.1950701828042
481.60535117056855,1.4714613058993768,-24.989347885696645
482.6086956521739,1.448222414694186,-22.850790428297216
483.61204013377926,1.4239202138340799,-20.78127409874736
484.61538461538464,1.39843552748444,-18.782841857842975
485.61872909698997,1.3716269124251244,-16.857729590228267
486.6220735785953,1.3433244910784543,-15.008398539051061
487.6254180602007,1.3133218581927073,-13.237575934039796
488.62876254180605,1.2813641681472452,-11.54830668475267
489.6321070234114,1.247131502277045,-9.944020346846765
490.6354515050167,1.2102138624811798,-8.428619709272414
491.6387959866221,1.170072896072668,-7.006600910762432
492.6421404682274,1.1259805296837921,-5.6832211895990845
493.64548494983273,1.0769145509641789,-4.464741749560822
494.6488294314381,1.0213699423552043,-3.3587955556037308
495.6521739130435,0.9569853542846101,-2.374977519770661
496.6555183946488,0.8797088566772738,-1.525867980468647
497.65886287625415,0.7815715214371914,-0.8290147118015835
498.66220735785953,0.6426643987748776,-0.3114943650172652
499.6655518394649,0.3721039711733401,-0.02448208030531063
500.66889632107024,-3.0465926857578855e-06,6.2085130388242535e-12
501.67224080267556,-5.001726506160662e-09,4.183489639202302e-17
502.67558528428094,-5.0287631166461716e-09,6.76614273801765e-17
503.6789297658863,-5.508229709338803e-09,1.1162091633420475e-16
504.68227424749165,-1.1535100583907042e-08,6.230166009136923e-16
505.685618729097,-5.741106916343106e-08,1.8739974803444936e-14
506.68896321070235,3.509589623705634e-08,8.238942693526608e-15
507.6923076923077,-1.0832460661752705e-07,9.026323383724603e-14
508.695652173913,-2.0453984279650604e-07,3.63796063401908e-13
509.6989966555184,-2.982635765443008e-07,8.628340039120277e-13
510.70234113712377,-3.617847743553819e-07,1.40081041290035e-12
511.7056856187291,-2.8599895028692754e-07,9.574712323688543e-13
512.7090301003344,-2.2957729472569362e-07,6.698387630888252e-13
513.7123745819398,-1.8671752981903105e-07,4.780604928463393e-13
514.7157190635452,-1.5359992357117693e-07,3.4718702572814215e-13
515.7190635451504,-1.2763123036243693e-07,2.560593161538401e-13
516.7224080267558,-1.0700782526991422e-07,1.9148285399659673e-13
517.7257525083612,-9.044541413706716e-08,1.450032661326276e-13
518.7290969899666,-7.701175595994466e-08,1.1107872613307988e-13
519.732441471572,-6.60195119647858e-08,8.600534503145224e-14
520.7357859531772,-5.695335783405124e-08,6.726035720787825e-14
521.7391304347826,-4.942201165643012e-08,5.3098592090615566e-14
522.7424749163879,-4.312451275613035e-08,4.2294717334731704e-14
523.7458193979933,-3.782761336613192e-08,3.397856576635678e-14
524.7491638795987,-3.33474429693037e-08,2.7522356017301406e-14
525.752508361204,-2.953890490307385e-08,2.247027141177551e-14
526.7558528428094,-2.6286397405878338e-08,1.848761708574632e-14
527.7591973244147,-2.3496580190982696e-08,1.5325555282848234e-14
528.7625418060201,-2.109404547854015e-08,1.2798144782595962e-14
529.7658862876254,-1.9017142098519126e-08,1.0764883187283921e-14
530.7692307692307,-1.7215575644654605e-08,9.119262916209978e-15
531.7725752508361,-1.5647953376634018e-08,7.779783365667097e-15
532.7759197324415,-1.4279748872159564e-08,6.683378036618848e-15
533.7792642140469,-1.308238084276541e-08,5.781276769241041e-15
534.7826086956522,-1.2031785494046456e-08,5.035264771295549e-15
535.7859531772575,-1.1107954918045772e-08,4.4155093255394925e-15
536.7892976588629,-1.02939593711532e-08,3.898399982891242e-15
537.7926421404682,-9.575313396678711e-09,3.46507986984664e-15
538.7959866220735,-8.939865497262707e-09,3.1006216162746422e-15
539.7993311036789,-8.377174883255342e-09,2.793000008004232e-15
540.8026755852843,-7.878297740349402e-09,2.5325231387433223e-15
541.8060200668897,-7.435538277635639e-09,2.3113390250077273e-15
542.809364548495,-7.042289695015531e-09,2.1230809535153192e-15
543.8127090301003,-6.692755948638116e-09,1.962501895194664e-15
544.8160535117057,-6.381943347971056e-09,1.825322046876058e-15
545.819397993311,-6.105507502921503e-09,1.7080198648654212e-15
546.8227424749164,-5.859616402982259e-09,1.6076637507069642e-15
547.8260869565217,-5.640913495333352e-09,1.5218215464355364e-15
548.8294314381271,-5.446445914643783e-09,1.4484651748382732e-15
549.8327759197324,-5.273636458124126e-09,1.3859113653431226e-15
550.8361204013378,-5.120164945547967e-09,1.332724260395307e-15
551.8394648829432,7.170858262871614e-08,2.665647918080297e-13
552.8428093645484,-4.738069235289832e-09,1.1862840844104317e-15
553.8461538461538,-4.547022584259433e-09,1.1132915436335171e-15
554.8494983277592,-4.390826664644262e-09,1.0574631582033352e-15
555.8528428093646,-6.116956826755117e-09,2.0898548016737358e-15
556.85618729097,-6.191986623195514e-09,2.179905925789792e-15
557.8595317725752,-6.225502345664413e-09,2.242454898282958e-15
558.8628762541806,-6.2284480769379565e-09,2.2835008423718176e-15
559.8662207357859,-6.209317616518419e-09,2.3081795725893847e-15
560.8695652173913,-6.174601340832051e-09,2.320694887195083e-15
561.8729096989966,-6.129293298697884e-09,2.324456094705891e-15
562.876254180602,-6.077179580009009e-09,2.3221528393858043e-15
563.8795986622074,-6.021113485948955e-09,2.315878680146887e-15
564.8829431438128,-5.9632173583868496e-09,2.3072349448471765e-15
565.886287625418,-5.905060007617784e-09,2.2974373035560822e-15
566.8896321070234,-5.847754494048791e-09,2.2873734195764445e-15
567.8929765886287,-5.7921074792538365e-09,2.2777081395984363e-15
568.8963210702341,-5.738650233121381e-09,2.2689009828125207e-15
569.8996655518395,-5.68772473820165e-09,2.2612690480896873e-15
570.9030100334448,-5.639539145322077e-09,2.255027817920888e-15
571.9063545150502,-5.594178105933791e-09,2.2502970456172024e-15
572.9096989966555,-5.551662437174429e-09,2.247146611358095e-15
573.9130434782609,-5.511946290189943e-09,2.245592966960685e-15
574.9163879598661,-5.474940734778376e-09,2.24561693479972e-15
575.9197324414715,-5.440540822302761e-09,2.2471849390252214e-15
576.9230769230769,-5.40862259432268e-09,2.2502460282936763e-15
577.9264214046823,-5.379039236602982e-09,2.2547279947749347e-15
578.9297658862877,-5.351654782720417e-09,2.260564984470161e-15
579.933110367893,-5.326327701936668e-09,2.2676836998099984e-15
580.9364548494983,-5.3029164618223964e-09,2.2760078148020753e-15
581.9397993311037,-5.281281007916641e-09,2.285459072147943e-15
582.943143812709,-5.2612961790666015e-09,2.295968861537618e-15
583.9464882943143,-5.242840490025356e-09,2.3074687215271494e-15
584.9498327759197,-5.2258004978303045e-09,2.319894205402461e-15
585.9531772575251,-5.2100536943838785e-09,2.3331697294579662e-15
586.9565217391305,-5.195516390681325e-09,2.3472513535511585e-15
587.9598662207358,-5.182080131810367e-09,2.3620702446583563e-15
588.9632107023411,-5.169663918521969e-09,2.3775796180951395e-15
589.9665551839464,-5.15818850228548e-09,2.3937319130951892e-15
590.9698996655518,-5.147570908442577e-09,2.4104736662290493e-15
591.9732441471572,-5.137751209237887e-09,2.427770588363537e-15
592.9765886287626,-5.128661937473455e-09,2.445579320652554e-15
593.9799331103679,-5.120246089971744e-09,2.463864390015296e-15
594.9832775919733,-5.112445942740123e-09,2.4825877588471405e-15
595.9866220735786,-5.105219310133584e-09,2.501724691207009e-15
596.989966555184,-5.098515780930577e-09,2.5212409093095185e-15
597.9933110367892,-5.092294842975461e-09,2.541110288616648e-15
598.9966555183946,-5.086519486929288e-09,2.561308837896244e-15
600.0,-5.081154730523938e-09,2.5818133395525792e-15
